,Buses,Production + EoL,Use Phase,Co2 per km ,12m?,co2,co2 per km
0,Diesel Bus 12m,14.542954399067543,136.3112875370549,150.85424193612246,True,150.85424193612246,15.085424193612246
1,Diesel Bus 18m,10.507314061270323,121.64357012301156,132.1508841842819,False,132.1508841842819,6.607544209214095
2,ASSURED Bus 12m,22.00402749818162,170.94706525933367,192.95109275751528,True,192.95109275751528,19.29510927575153
3,ASSURED Bus 18m,16.05536842757601,126.84247677918017,142.8978452067562,False,142.8978452067562,7.1448922603378096
